comment_id,thread,comment,mean_irony,var_irony,std_irony,mean_confidence,var_confidence,std_confidence
1,Mehrheit sieht ältere im Vorteil – nicht einmal ein Drittel der jungen glaubt an faire Rente,Solange alle ihre Tiefkühlpizza und RTL haben ist doch alles super!,4.0,0.0,0.0,4.0,0.0,0.0
2,Mehrheit sieht ältere im Vorteil – nicht einmal ein Drittel der jungen glaubt an faire Rente,Ich bin schockiert.,1.0,0.0,0.0,4.222222222222222,0.19444444444444461,0.4409585518440986
3,Mehrheit sieht ältere im Vorteil – nicht einmal ein Drittel der jungen glaubt an faire Rente,"Würden sich die babyboomer zu Tode arbeiten, bräuchte man ihnen keine Rente mehr zahlen",4.444444444444445,0.27777777777777773,0.5270462766947298,4.0,0.0,0.0
4,Mehrheit sieht ältere im Vorteil – nicht einmal ein Drittel der jungen glaubt an faire Rente,Auf den Schreck erstmal eine Rentenerhöhung.,3.888888888888889,0.11111111111111116,0.3333333333333334,4.0,0.0,0.0
5,Mehrheit sieht ältere im Vorteil – nicht einmal ein Drittel der jungen glaubt an faire Rente,Finde den Generationen-Vertrag an sich schon dämlich. Will meine eigenen Rente auffüllen und nicht die von anderen.,1.0,0.0,0.0,4.111111111111111,0.11111111111111106,0.33333333333333326
6,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,ist ja nicht so als wären es jobs in der automobilindustrie also warum die aufregung,2.888888888888889,1.3611111111111112,1.1666666666666667,3.7777777777777777,0.19444444444444436,0.4409585518440983
7,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Leute alles gut. Laut der Eu Präsidentin kriegen wir bald eh alle kleine Mini Akws und dann jeder seinen eigenen Atompilz im Keller,4.333333333333333,0.25,0.5,4.333333333333333,0.25,0.5
8,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Die Öl&Gas Lobby macht halt n guten Job und die Reiche ist dankbares Opfer!,3.7777777777777777,0.4444444444444445,0.6666666666666667,4.0,0.25,0.5
9,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Vergeht denn kein Tag wo dieser Roboter keine Dummheit macht,1.3333333333333333,1.0,1.0,3.6666666666666665,0.24999999999999992,0.4999999999999999
10,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,"Wer Probleme mit niedrigem Blutdruck hat, sollte den Artikel lesen. Dann pumpt es wieder ordentlich.",3.7777777777777777,0.6944444444444443,0.8333333333333333,3.888888888888889,0.1111111111111111,0.3333333333333333
11,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,tankstellen müssten doch eigentlich gut brennen,3.3333333333333335,1.7499999999999998,1.3228756555322951,3.7777777777777777,0.19444444444444445,0.44095855184409843
12,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,"Ich würde gerne ein Reenactment der französischen Revolution veranstalten, mit Konzernchefs in der Rolle der Adligen.",4.0,0.0,0.0,4.0,0.0,0.0
13,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Diese drecks Unternehmensberater Firmen sind auch so Parasiten der Gesellschaft ohne jeglichen Mehrwert,1.0,0.0,0.0,4.666666666666667,0.2499999999999999,0.4999999999999999
14,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Empfehle die Schließung aller Deutschen McKinsey Zweigstellen,1.0,0.0,0.0,3.7777777777777777,0.19444444444444448,0.4409585518440985
15,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Was die dann an personalkosten sparen können sich die Manager wieder als Boni auszahlen lassen,3.4444444444444446,2.0277777777777777,1.4240006242195884,4.111111111111111,0.11111111111111116,0.3333333333333334
16,"""Nur einmal am Tag erhöhen? Kein Problem!"" – Tankstellen starten morgens mit 10 Euro pro Liter","Tankstellen kaufen neue Anzeigetafeln, um zweistellige Euro-Preise anzeigen zu können",2.888888888888889,1.6111111111111112,1.2692955176439846,4.111111111111111,0.11111111111111109,0.3333333333333333
17,"""Nur einmal am Tag erhöhen? Kein Problem!"" – Tankstellen starten morgens mit 10 Euro pro Liter","Jetzt mal im Ernst: Warum nur das Erhöhen einschränken? Wäre es nicht viel sinnvoller, wenn der Preis über den Tag gleich bleiben muss?",2.5555555555555554,1.7777777777777775,1.3333333333333333,3.5555555555555554,0.2777777777777778,0.5270462766947299
18,Um künftige Schmutzkampagnen auszuschließen: Union will Verbreitung von Originalclips ihrer Kandidaten verbieten,Ich glaube die CDU würde ohne Kandidaten mehr Stimmen bekommen,4.0,0.25,0.5,4.0,0.0,0.0
19,Um künftige Schmutzkampagnen auszuschließen: Union will Verbreitung von Originalclips ihrer Kandidaten verbieten,man muss sie vor sich selbst schützen.,4.0,0.0,0.0,4.0,0.0,0.0
20,Straße von Hormus zu: Öltanker weichen auf Fahrradweg von Hormus aus,"Sehr vernünftig. Aber ich hoffe, sie halten trotzdem den 1,5 Meter Sicherheitsabstand zu Radfahrern.",4.111111111111111,0.11111111111111112,0.33333333333333337,4.0,0.0,0.0
21,Straße von Hormus zu: Öltanker weichen auf Fahrradweg von Hormus aus,"Kommen dann aber leider nicht weiter, weil ein Auto ""nur mal kurz"" auf dem Radweg parkt.",2.4444444444444446,1.0277777777777777,1.0137937550497031,3.5555555555555554,0.27777777777777773,0.5270462766947298
22,Plötzlich Facebook-Lobbyistin: Irlands einst höchste Datenschützerin wechselt die Seite,Von Datenschutz zu Datenschmutz/s,4.222222222222222,0.19444444444444445,0.44095855184409843,4.444444444444445,0.2777777777777777,0.5270462766947298
23,Plötzlich Facebook-Lobbyistin: Irlands einst höchste Datenschützerin wechselt die Seite,"Sowas sollte sofort die Verdachtsannahme von Korruption, Amtsmissbrauch und ggf. Hochverrat begründen",1.0,0.0,0.0,4.111111111111111,0.11111111111111106,0.33333333333333326
24,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,Princess Treatment oder Bare Minimum?,2.6666666666666665,1.25,1.118033988749895,3.5555555555555554,0.2777777777777778,0.5270462766947299
25,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Also wenn ich die Freundin wäre, ich hätte den auf der Stelle geheiratet, lmao.",2.2222222222222223,2.194444444444444,1.4813657362192647,4.111111111111111,0.11111111111111116,0.3333333333333334
26,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,Der kriegt bald Jobangebote.,4.0,0.0,0.0,3.888888888888889,0.11111111111111116,0.3333333333333334
27,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Das ganze flog auf, weil der Bus pünktlich kam.",2.5555555555555554,1.0277777777777781,1.0137937550497034,3.5555555555555554,0.2777777777777778,0.5270462766947299
28,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Da nimmt man mal die Öffis, ist es auch wieder nicht Recht.",2.4444444444444446,1.777777777777778,1.3333333333333335,3.6666666666666665,0.24999999999999994,0.49999999999999994
29,Landtagswahl Baden-Württemberg: Cem Özdemir lehnt Teilung der Amtszeit des Ministerpräsidenten ab,Ist ja auch ne dämliche Idee. Gewonnen ist gewonnen. Punkt.,1.0,0.0,0.0,3.888888888888889,0.11111111111111119,0.3333333333333334
30,Landtagswahl Baden-Württemberg: Cem Özdemir lehnt Teilung der Amtszeit des Ministerpräsidenten ab,Eigentlich eine Schande sowas auch nur vorzuschlagen.,1.0,0.0,0.0,4.444444444444445,0.2777777777777776,0.5270462766947297
31,VW gerettet! Konzern feuert alle Arbeiter und behält nur noch den Vorstand,"Wenn du härter arbeitest, kannst auch du von einem überbezahlten Manager gefeuert werden",3.5555555555555554,0.5277777777777779,0.726483157256779,3.7777777777777777,0.19444444444444445,0.44095855184409843
32,VW gerettet! Konzern feuert alle Arbeiter und behält nur noch den Vorstand,"Manchmal habe ich das Gefühl, dass bestimmte Vorstände wirklich so denken ",1.0,0.0,0.0,3.5555555555555554,0.27777777777777773,0.5270462766947298
33,VW gerettet! Konzern feuert alle Arbeiter und behält nur noch den Vorstand,"Unironisch könnte man viele Konzerne retten, wenn man einfach den Vorstand rauswerfen würde.",3.4444444444444446,2.0277777777777777,1.4240006242195884,4.111111111111111,0.11111111111111115,0.33333333333333337
34,Wie Jeffrey Epstein offenbar mit Steuern trickste ,Manchmal machen auch die besten Menschen wohl mal einen Fehler. ,2.2222222222222223,1.4444444444444444,1.2018504251546631,3.4444444444444446,0.2777777777777777,0.5270462766947298
