comment_id,thread,comment,mean_irony,var_irony,std_irony,mean_confidence,var_confidence,std_confidence
1,Mehrheit sieht ältere im Vorteil - nicht einmal ein Drittel der jungen glaubt an faire Rente,Solange alle ihre Tiefkühlpizza und RTL haben ist doch alles super!,4.555555555555555,0.27777777777777773,0.5270462766947298,4.222222222222222,0.19444444444444442,0.4409585518440984
2,Mehrheit sieht ältere im Vorteil - nicht einmal ein Drittel der jungen glaubt an faire Rente,Ich bin schockiert.,2.7777777777777777,1.1944444444444446,1.0929064207170003,3.5555555555555554,0.27777777777777773,0.5270462766947298
3,Mehrheit sieht ältere im Vorteil - nicht einmal ein Drittel der jungen glaubt an faire Rente,"Würden sich die babyboomer zu Tode arbeiten, bräuchte man ihnen keine Rente mehr zahlen",3.6666666666666665,1.75,1.3228756555322954,3.4444444444444446,0.7777777777777777,0.8819171036881968
4,Mehrheit sieht ältere im Vorteil - nicht einmal ein Drittel der jungen glaubt an faire Rente,Auf den Schreck erstmal eine Rentenerhöhung.,4.444444444444445,1.0277777777777777,1.0137937550497031,4.0,2.0,1.4142135623730951
5,Mehrheit sieht ältere im Vorteil - nicht einmal ein Drittel der jungen glaubt an faire Rente,Finde den Generationen-Vertrag an sich schon dämlich. Will meine eigene Rente auffüllen und nicht die von anderen.,1.2222222222222223,0.19444444444444442,0.4409585518440984,3.6666666666666665,1.5,1.224744871391589
6,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,ist ja nicht so als wären es jobs in der automobilindustrie also warum die aufregung,3.3333333333333335,0.49999999999999994,0.7071067811865475,3.111111111111111,0.6111111111111112,0.7817359599705717
7,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Leute alles gut. Laut der EU Präsidentin kriegen wir bald eh alle kleine Mini AKWs und dann jeder seinen eigenen Atompilz im Keller,4.888888888888889,0.11111111111111112,0.33333333333333337,4.666666666666667,0.49999999999999994,0.7071067811865475
8,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Die Öl&Gas Lobby macht halt n guten Job und die Reiche ist dankbares Opfer!,2.7777777777777777,0.6944444444444444,0.8333333333333334,3.111111111111111,0.6111111111111112,0.7817359599705717
9,Solarbranche: Reiche-Pläne gefährden Zehntausende Jobs,Vergeht denn kein Tag wo dieser Roboter keine Dummheit macht,2.5555555555555554,1.0277777777777777,1.0137937550497031,2.6666666666666665,1.7499999999999998,1.3228756555322951
10,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,"Wer Probleme mit niedrigem Blutdruck hat, sollte den Artikel lesen. Dann pumpt es wieder ordentlich.",4.0,2.0,1.4142135623730951,4.0,0.5,0.7071067811865476
11,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,tankstellen müssten doch eigentlich gut brennen,4.444444444444445,0.5277777777777777,0.7264831572567788,3.7777777777777777,1.4444444444444444,1.2018504251546631
12,Ölkonzerne klagen gegen Untersuchung durch Bundeskartellamt,"Ich würde gerne ein Reenactment der französischen Revolution veranstalten, mit Konzernchefs in der Rolle der Adligen.",3.6666666666666665,1.25,1.118033988749895,4.111111111111111,0.611111111111111,0.7817359599705715
13,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Diese drecks Unternehmensberater Firmen sind auch so Parasiten der Gesellschaft ohne jeglichen Mehrwert,1.7777777777777777,1.9444444444444444,1.3944333775567925,3.888888888888889,0.8611111111111112,0.927960727138337
14,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Empfehle die Schließung aller Deutschen McKinsey Zweigstellen,2.7777777777777777,0.4444444444444444,0.6666666666666666,3.5555555555555554,0.5277777777777777,0.7264831572567788
15,Volkswagen: McKinsey soll Schließung fast aller deutschen Werke empfehlen,Was die dann an personalkosten sparen können sich die Manager wieder als Boni auszahlen lassen,3.2222222222222223,1.6944444444444444,1.3017082793177757,3.4444444444444446,0.7777777777777777,0.8819171036881968
16,Nur einmal am Tag erhöhen? Kein Problem! - Tankstellen starten morgens mit 10 Euro pro Liter,"Tankstellen kaufen neue Anzeigetafeln, um zweistellige Euro-Preise anzeigen zu können",3.888888888888889,0.6111111111111112,0.7817359599705717,3.6666666666666665,0.75,0.8660254037844386
17,Nur einmal am Tag erhöhen? Kein Problem! - Tankstellen starten morgens mit 10 Euro pro Liter,"Jetzt mal im Ernst: Warum nur das Erhöhen einschränken? Wäre es nicht viel sinnvoller, wenn der Preis über den Tag gleich bleiben muss?",1.3333333333333333,0.25,0.5,4.444444444444445,0.27777777777777773,0.5270462766947298
18,Union will Verbreitung von Originalclips ihrer Kandidaten verbieten,Ich glaube die CDU würde ohne Kandidaten mehr Stimmen bekommen,4.333333333333333,0.5,0.7071067811865476,3.888888888888889,1.3611111111111112,1.1666666666666667
19,Union will Verbreitung von Originalclips ihrer Kandidaten verbieten,man muss sie vor sich selbst schützen.,3.4444444444444446,1.0277777777777777,1.0137937550497031,3.6666666666666665,1.5,1.224744871391589
20,Straße von Hormus zu: Öltanker weichen auf Fahrradweg von Hormus aus,"Sehr vernünftig. Aber ich hoffe, sie halten trotzdem den 1,5 Meter Sicherheitsabstand zu Radfahrern.",4.666666666666667,0.25,0.5,3.888888888888889,1.1111111111111112,1.0540925533894598
21,Straße von Hormus zu: Öltanker weichen auf Fahrradweg von Hormus aus,"Kommen dann aber leider nicht weiter, weil ein Auto nur mal kurz auf dem Radweg parkt.",4.0,1.5,1.224744871391589,3.7777777777777777,0.6944444444444444,0.8333333333333334
22,Plötzlich Facebook-Lobbyistin: Irlands einst höchste Datenschützerin wechselt die Seite,Von Datenschutz zu Datenschmutz,2.7777777777777777,1.4444444444444446,1.2018504251546631,3.4444444444444446,1.0277777777777777,1.0137937550497031
23,Plötzlich Facebook-Lobbyistin: Irlands einst höchste Datenschützerin wechselt die Seite,"Sowas sollte sofort die Verdachtsannahme von Korruption, Amtsmissbrauch und ggf. Hochverrat begründen",1.7777777777777777,0.6944444444444444,0.8333333333333334,3.6666666666666665,0.49999999999999994,0.7071067811865475
24,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,Princess Treatment oder Bare Minimum?,4.777777777777778,0.19444444444444442,0.4409585518440984,4.555555555555555,0.5277777777777778,0.7264831572567789
25,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Also wenn ich die Freundin wäre, ich hätte den auf der Stelle geheiratet, lmao.",3.2222222222222223,1.9444444444444446,1.3944333775567928,4.0,1.0,1.0
26,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,Der kriegt bald Jobangebote.,4.222222222222222,1.1944444444444444,1.092906420717,4.333333333333333,0.5,0.7071067811865476
27,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Das ganze flog auf, weil der Bus pünktlich kam.",4.777777777777778,0.19444444444444442,0.4409585518440984,4.444444444444445,0.27777777777777773,0.5270462766947298
28,15-Jähriger fährt Freundin mit gestohlenem Linienbus zur Schule,"Da nimmt man mal die Öffis, ist es auch wieder nicht Recht.",4.777777777777778,0.19444444444444442,0.4409585518440984,4.555555555555555,1.0277777777777777,1.0137937550497031
29,Landtagswahl Baden-Württemberg: Cem Özdemir lehnt Teilung der Amtszeit des Ministerpräsidenten ab,Ist ja auch ne dämliche Idee. Gewonnen ist gewonnen. Punkt.,1.7777777777777777,2.4444444444444446,1.5634719199411433,4.777777777777778,0.19444444444444442,0.4409585518440984
30,Landtagswahl Baden-Württemberg: Cem Özdemir lehnt Teilung der Amtszeit des Ministerpräsidenten ab,Eigentlich eine Schande sowas auch nur vorzuschlagen.,2.111111111111111,3.1111111111111116,1.763834207376394,4.444444444444445,0.7777777777777777,0.8819171036881968
31,VW gerettet! Konzern feuert alle Arbeiter und behält nur noch den Vorstand,"Wenn du härter arbeitest, kannst auch du von einem überbezahlten Manager gefeuert werden",3.3333333333333335,1.75,1.3228756555322954,3.111111111111111,1.8611111111111112,1.3642254619787417
